"country","year","gdp_real_lg1","debt_to_gdp_bus_d3","debt_to_gdp_hh_d3","debt_to_gdp_private_d3","debt_private_real_lg3","housing_real_lg3","equities_real_lg3","bvx_bank_eq_decline","bvx_bank_failures","crisis_ind_bvx_equity","crisis_ind_bvx_panic","crisis_ind_bvx","crisis_ind_rr","crisis_ind_st","developed"
"Denmark",1981,-0.668361590784272,0.239022303513273,-1.58574695017104,-0.448908215552592,-6.99697644736153,-33.9399393140393,-4.19519398569748,0,0,0,0,0,0,0,1
"Denmark",1982,3.61839031132405,-3.21438717896402,-4.71965753224465,-1.95342124383769,-6.50824099728649,-40.5465108108164,7.65505919934424,0,0,0,0,0,0,0,1
"Denmark",1983,2.56293562688921,-3.22341287013885,-0.334472920231072,-1.18596193012331,2.45504818354066,-8.55464237988873,81.6246809210098,0,0,0,0,0,0,0,1
"Denmark",1984,4.08170466277928,-1.43002944812812,3.03052197423668,0.533497508702856,13.9723985509753,16.7241608104146,41.2951546000968,0,0,0,0,0,0,0,1
"Denmark",1985,3.92561507468079,6.41049700791311,11.5868112521775,5.30784242679834,27.9797605516847,40.2784141354907,74.6726880192876,0,0,0,0,0,0,0,1
"Denmark",1986,4.78778689727859,12.2911327209719,11.743064413134,8.01139904470196,34.2329615400436,21.8992937587897,-23.5297200764048,0,0,0,0,0,0,0,1
"Denmark",1987,0.253903503955311,17.2011191208303,8.55311572896128,8.58474494993052,31.9302246283995,2.05842089607132,-3.14728799755718,0,0,0,0,0,1,1,1
"Denmark",1988,-0.01363093145752,15.3627703783621,2.25832142465649,5.87369726767285,18.5933185546363,-12.8918632418139,0.0511720442015022,0,0,0,0,0,0,0,1
"Denmark",1989,0.643142377728356,9.74181065047065,-2.87169954871661,2.28986795791836,6.3418999409948,-22.2326891407654,49.8920666438807,0,0,0,0,0,0,0,1
"Denmark",1990,1.46446884188931,3.46447082514693,-5.89290991215211,-0.809321087864248,2.42671657279192,-19.3326493051249,43.5646830569664,0,0,0,0,0,0,0,1
"Denmark",1991,1.38403393923934,-0.715394032285914,-7.50687780013684,-2.74071915448262,0.0935050602371423,-17.1521586818367,17.1271787749945,0,0,0,0,0,0,0,1
"Denmark",1992,1.93810832240375,-3.78691658263513,-7.63933597387544,-3.80872884661911,-1.01051890910545,-14.940007706866,-38.4567234000177,1,1,1,0,1,0,0,1
"Denmark",1993,0.010658860187629,-4.31331108689402,-4.60446157466124,-2.97285916708065,-4.53136583496392,1.52055641260636,9.7025330077849,0,0,0,0,0,0,0,1
"Denmark",1994,5.19513399560019,-9.70607157336437,-3.54503172897004,-4.41717491701077,-5.74766720140205,3.63892235668685,-6.18909898323484,0,0,0,0,0,0,0,1
"Denmark",1995,2.98270582285367,-9.49050632921072,-0.383736373444144,-3.29120177512412,-2.61401293952667,19.6687212795461,28.1389452573733,0,0,0,0,0,0,0,1
"Denmark",1996,2.85881209386307,-9.68893517280112,1.14857066542327,-2.84680316728173,1.96919556980076,21.4494586596369,20.0781027141567,0,0,0,0,0,0,0,1
"Denmark",1997,3.20884136055231,-3.88450399999999,11.112804,2.40943333333334,13.4056337089177,24.2035631247594,59.8803486948225,0,0,0,0,0,0,0,1
"Denmark",1998,2.19391852690096,-4.220245,10.337111,2.03895533333334,11.8595958898164,22.1620537578336,50.1331343212907,0,0,0,0,0,0,0,1
"Denmark",1999,2.90538893484502,4.057084,7.61236599999999,3.88981666666666,14.477350496489,15.7277093601131,42.8651024529011,0,0,0,0,0,0,0,1
"Denmark",2000,3.67840952050855,8.899709,5.344904,4.74820433333334,17.0553534904603,14.1371443413104,22.2265734989017,0,0,0,0,0,0,0,1
"Denmark",2001,0.819779903926676,18.764092,5.355546,8.03987933333333,22.719537886303,8.3993926751117,11.2231670302624,0,0,0,0,0,0,0,1
"Denmark",2002,0.465260909394782,6.179163,9.59295299999999,5.257372,15.831134314003,7.68788245776672,-32.0058490275894,0,0,0,0,0,0,0,1
"Denmark",2003,0.389315049603756,4.192865,12.49837,5.56374499999999,12.1699639692841,5.4854121169169,-19.3830539272749,0,0,0,0,0,0,0,1
"Denmark",2004,2.63321795647524,4.628086,13.558627,6.06223766666667,14.734955509429,15.7441532561513,16.6627694112464,0,0,0,0,0,0,0,1
"Denmark",2005,2.30978244287527,20.190766,17.308303,12.4996896666667,27.4570983551908,35.5685245715881,74.2873363847622,0,0,0,0,0,0,0,1
"Denmark",2006,3.83836335911685,25.947806,19.913035,15.286947,34.1658715165172,45.0982240369544,61.7864011441284,0,0,0,0,0,0,0,1
"Denmark",2007,0.905144178377348,26.999729,20.8087,15.936143,31.2637893509083,31.1698081241217,46.5167685167468,0,0,0,0,0,0,0,1
"Denmark",2008,-0.513340562783959,18.648091,16.83849,11.8288603333333,22.5264783032133,-4.75621849852263,-54.1634043095422,1,1,1,1,1,1,1,1
"Denmark",2009,-5.03098366469699,13.491025,21.41278,11.6346016666667,11.1166961257523,-22.987057275807,-40.1312714106063,0,0,0,0,0,0,0,1
"Denmark",2010,1.85370487370404,0.522599999999997,11.11939,3.88066333333334,2.38862132958036,-20.8310777373942,-18.8430843636499,0,0,0,0,0,0,0,1
"Denmark",2011,1.32791866996467,7.43352,4.24809999999999,3.89387333333333,0.640062353192011,-14.534722692832,28.8603566894935,1,1,1,0,1,,0,1
"Denmark",2012,0.226212422532601,5.81434,-8.55589000000001,-0.913850000000006,1.19642360455455,-9.16607602620335,22.0390335691567,0,0,0,0,0,,0,1
"Denmark",2013,0.929020491417631,4.60443000000001,-7.60013999999998,-0.998569999999991,-0.0748246698829522,-6.4183724857202,21.6535663276189,0,0,0,0,0,,0,1
"Denmark",2014,1.606402950625,-1.10278000000001,-7.74620999999999,-2.94966333333333,0.231928963168399,5.69703806363704,59.3472722339477,0,0,0,0,0,,0,1
"Denmark",2015,1.59383961975639,-0.312919999999991,-10.00879,-3.44057,1.0078646682636,13.596403241241,65.0046468535837,0,0,0,0,0,,0,1
"Denmark",2016,1.94503802592543,,,,,,,0,0,0,0,0,,0,1
"Finland",1950,,,,,,,,,,,,,,,1
"Finland",1951,,,,,,,,,,,,,,,1
"Finland",1952,,,,,,,,,,,,,,,1
"Finland",1953,,2.91297249460118,2.05864110827161,1.65720453429093,39.7583640281416,55.5391805162412,3.14699735264896,,,,,,,,1
"Finland",1954,10.3679587551431,5.10560528933096,4.3669037569248,3.1575041703648,44.2073892688624,45.0785263867842,5.70290059036017,0,0,0,0,0,0,0,1
"Finland",1955,13.1070451013241,3.93386683193969,1.90799321115345,1.94728627840617,37.438404128805,18.8299890190014,45.7738902516628,0,0,0,0,0,0,0,1
"Finland",1956,0.169964192145766,1.6915689526072,0.419095371398829,0.703554774668676,23.6843358279452,29.9624682314623,44.806888873995,0,0,0,0,0,0,0,1
"Finland",1957,-1.63816376178918,-0.153912913612542,-2.44418853834418,-0.866034828338223,-0.899137557621628,4.82792393529183,6.88398540567072,0,0,0,0,0,0,0,1
"Finland",1958,1.48164713008345,-2.18761701023432,-1.11923073068877,-1.10228232736603,-9.22543539374128,-9.12529269499576,-35.8146384832318,0,0,0,0,0,0,0,1
"Finland",1959,5.86944196039907,-1.06550092433354,1.0047294879329,-0.0202573803634631,10.4399439988547,3.74930348892781,-32.0783670597369,0,0,0,0,0,0,0,1
"Finland",1960,10.0606422141191,0.713886123286331,3.91629030411728,1.54339200458744,34.6693188052287,14.1051190963996,26.4550752424954,0,0,0,0,0,0,0,1
"Finland",1961,7.32938667385143,2.02798777929694,3.48340636977421,1.83713131161638,43.3476901754717,20.2774820134812,35.8175405393559,0,0,0,0,0,0,0,1
"Finland",1962,2.93835008198982,1.72005738493234,3.01976295634447,1.57994034865552,36.5149355718801,25.2616647689262,13.2882311932942,0,0,0,0,0,0,0,1
"Finland",1963,3.23229361293591,0.612388048910967,1.86250810032818,0.824965794627753,22.5992328656182,24.2220596810223,-9.5935965094318,0,0,0,0,0,0,0,1
"Finland",1964,5.10607900404976,0.588937126127043,-0.469901173044931,0.0396780542623816,7.1412621744424,25.4777246796404,-12.5134131460569,0,0,0,0,0,0,0,1
"Finland",1965,5.16703724063832,0.614318686263212,-1.67934545231163,-0.355008922016137,8.92291671345989,15.4591672483082,-25.9534547256524,0,0,0,0,0,0,0,1
"Finland",1966,2.34510911510499,1.46080098797509,-0.587321268263828,0.291159906570421,13.0438154724827,16.3585326832935,-37.7473230864504,0,0,0,0,0,0,0,1
"Finland",1967,2.14564441131584,1.11191119591345,0.134024398858696,0.415312280154708,12.9858081397972,15.5485508933193,-51.9298947849293,0,0,0,0,0,0,0,1
"Finland",1968,2.27716466044319,0.0538045647496652,-0.777554553216518,-0.241249996155616,10.358797689466,3.36499938627351,-14.2736662681271,0,0,0,0,0,0,0,1
"Finland",1969,9.16059438109915,0.565347265601599,-2.83028619015937,-0.75497972284784,15.5664248028479,4.70326777988768,22.686768884687,0,0,0,0,0,0,0,1
"Finland",1970,5.1965192634384,1.46928154264445,-1.3685478732564,0.0335785456340692,28.268536438024,4.65343997904406,49.1615703568086,0,0,0,0,0,0,0,1
"Finland",1971,2.32957380222771,2.71454265559595,1.42446454169536,1.379668468832,31.5960488492854,5.29624816574827,29.4428417920537,0,0,0,0,0,0,0,1
"Finland",1972,7.45088287500684,7.64954053083184,2.68677975745631,1.14170775382833,27.2150665090648,-0.0867544729493325,48.4558870588243,0,0,0,0,0,0,0,1
"Finland",1973,6.75074966349873,-1.46211099999999,-4.754779,-2.07229666666667,9.35202571373918,16.2271146921129,65.4293742031136,0,0,0,0,0,0,0,1
"Finland",1974,3.18526122906793,-6.190079,4.933186,-0.418964333333335,21.5425817396357,16.690791575011,23.0181294843761,1,0,0,0,0,0,0,1
"Finland",1975,1.78880280162597,-9.14823999999999,7.511119,-0.545707000000002,10.3560843465628,0.796672690900933,-32.7205652657176,0,0,0,0,0,0,0,1
"Finland",1976,0.343791325999732,-8.330827,7.856499,-0.158109333333333,6.40133694060131,-21.9872265586772,-90.0379598575487,0,0,0,0,0,0,0,1
"Finland",1977,0.239224035021035,10.092427,-1.937059,2.718456,7.88775544893319,-29.2033058286107,-74.009115670059,0,0,0,0,0,0,0,1
"Finland",1978,2.87789651373602,3.117798,3.60221,2.24000266666667,11.8913709104626,-20.1292068716993,-56.2812665815583,0,0,0,0,0,0,0,1
"Finland",1979,6.87974987485296,-0.400020000000005,4.14412,1.24803333333333,13.920304240297,-12.0947056111826,-9.4020910894724,0,0,0,0,0,0,0,1
"Finland",1980,5.24885303438074,-5.42935300000001,3.375092,-0.684753666666666,10.0532875360412,-1.69385157280413,-0.799395739378042,0,0,0,0,0,0,0,1
"Finland",1981,1.28646392109335,-3.041572,2.823331,-0.072747000000002,11.6507314027092,5.28359944180273,2.55561092721861,0,0,0,0,0,0,0,1
"Finland",1982,3.04065419756041,2.485541,3.13943,1.87499033333333,14.7300701968075,15.2519562778042,12.4057515544092,0,0,0,0,0,0,0,1
"Finland",1983,3.07334258142618,3.30964900000001,3.756239,2.355296,17.2418961394952,25.3599254631587,71.953646839009,0,0,0,0,0,0,0,1
"Finland",1984,3.16355581144778,2.457075,3.453758,1.97027766666667,17.7161755818765,22.0126452143186,63.1293773007086,0,0,0,0,0,0,0,1
"Finland",1985,3.47558874815963,2.131803,3.662069,1.93129066666667,18.7031823884136,10.5040253416833,37.5844504551468,0,0,0,0,0,0,0,1
"Finland",1986,2.68964076252054,3.672569,4.066364,2.57964433333333,22.2166707632469,3.04626065271981,46.5649968608617,0,0,0,0,0,0,0,1
"Finland",1987,3.49722393767067,6.674525,6.565312,4.413279,25.5652803331101,13.6611251332402,72.2111843346913,0,0,0,0,0,0,0,1
"Finland",1988,5.07868236395268,5.940073,9.698994,5.21302233333333,28.8139435586055,43.7778905895287,101.002678372783,0,0,0,0,0,0,0,1
"Finland",1989,4.9625069317317,4.85420499999999,8.839415,4.56453999999999,27.2553940167631,40.5245279573536,24.8571814959071,0,0,0,0,0,0,0,1
"Finland",1990,0.673510312756864,14.870086,5.328435,6.73284033333333,29.0456160733911,16.2504285958138,-45.1681530707239,1,1,1,1,1,0,0,1
"Finland",1991,-6.09654547996845,23.472696,3.186093,8.88626299999999,18.0145945250687,-34.9538845348901,-100.40415273589,0,0,0,0,0,1,1,1
"Finland",1992,-3.38115148331255,45.612322,1.838132,15.816818,21.7622716966968,-58.5195762346152,-72.7398862747873,0,0,0,0,0,0,0,1
"Finland",1993,-0.73720398759205,17.524599,-0.988104,5.51216499999999,-1.73607896082349,-44.352145086015,38.0145518890254,0,0,0,0,0,0,0,1
"Finland",1994,3.8636513211971,2.60330999999999,-7.529965,-1.64221833333333,-4.68564915013576,-22.1747228071282,80.5643764028204,0,0,0,0,0,0,0,1
"Finland",1995,4.12103735492924,-35.283702,-9.764403,-15.016035,-20.362423001914,-2.68016042421716,69.430330449684,0,0,0,0,0,0,0,1
"Finland",1996,3.59348693611663,-20.742028,-9.304987,-10.0156716666667,-8.30001727702833,7.05690788390317,43.0390827129683,0,0,0,0,0,0,0,1
"Finland",1997,6.06416366471594,-12.521819,-7.541702,-6.68784033333334,1.21544295526894,19.2764257522755,55.3177678467412,0,0,0,0,0,0,0,1
"Finland",1998,5.28629312488986,-4.60183499999999,-5.088522,-3.230119,7.81358967312843,31.9503619319004,114.216540726933,0,0,0,0,0,0,0,1
"Finland",1999,4.34821422101921,-2.11630199999999,-0.825563999999996,-0.980621999999997,14.5196439696179,28.7907964160257,171.792863637414,0,0,0,0,0,0,0,1
"Finland",2000,5.48181256601712,3.5415,1.687956,1.743152,19.3238975342822,12.6393947031043,131.492028479565,0,0,0,0,0,0,0,1
"Finland",2001,2.54805174820216,6.28366800000001,2.51648,2.93338266666667,19.2466990506441,3.88524568427302,38.5814556511894,0,0,0,0,0,0,0,1
"Finland",2002,1.66636380649168,3.923239,3.393442,2.43889366666666,15.4860344807537,2.34390962140356,-98.9781578815432,1,0,0,0,0,0,0,1
"Finland",2003,1.97436460170115,-2.858166,6.47412,1.20531800000001,9.56065135489099,12.892573241289,-81.0565741347424,0,0,0,0,0,0,0,1
"Finland",2004,3.85094715835894,2.186735,9.42619699999999,3.87097733333333,16.0287529066173,18.5056633477744,-36.743331618769,0,0,0,0,0,0,0,1
"Finland",2005,2.7420158048951,2.725499,11.80711,4.844203,20.1496166116407,19.9297813278237,33.0292199010652,0,0,0,0,0,0,0,1
"Finland",2006,3.97513170106709,3.021862,11.664639,4.89550033333333,20.8766295333267,16.521431559284,43.5436545932858,0,0,0,0,0,0,0,1
"Finland",2007,5.05486248741391,6.49372099999999,9.534912,5.34287766666666,22.6603515099448,12.8012305347222,56.814123280558,0,0,0,0,0,0,0,1
"Finland",2008,0.718084081304671,16.022232,6.369496,7.46390933333333,23.7049541591055,-3.15108146385755,-49.4462322214447,1,0,0,0,0,0,0,1
"Finland",2009,-8.63102035049064,16.166361,9.496094,8.55415166666666,16.1509214418449,2.23142463902053,-45.3542227646361,0,0,0,0,0,0,0,1
"Finland",2010,2.94844062917283,14.714203,10.063906,8.25936966666667,10.4064367609048,3.22082467354457,-47.0876591218485,0,0,0,0,0,0,0,1
"Finland",2011,2.53832788501116,4.04198,8.539167,4.19371566666666,4.22896528285349,10.054706913241,-6.01775608786564,0,0,0,0,0,,0,1
"Finland",2012,-1.43645718269445,2.44519,4.296797,2.247329,5.84614078440593,1.88099694591018,-18.6954663974849,0,0,0,0,0,,0,1
"Finland",2013,-0.760923992394513,4.23305000000001,2.885787,2.37294566666667,5.64025456892551,-1.49558163566941,-11.1187581463579,0,0,0,0,0,,0,1
"Finland",2014,-0.633731936190873,10.52849,4.101662,4.87671733333334,8.17685003096872,-1.90073165518661,32.6784251335357,0,0,0,0,0,,0,1
"Finland",2015,0.134991101445525,17.47319,3.118013,6.86373433333334,14.236217389804,-1.64520822628376,37.4952987084555,0,0,0,0,0,,0,1
"Finland",2016,2.11290199470398,,,,,,,0,0,0,0,0,,0,1
"France",1950,,,,,,,,,,,,,,,1
"France",1951,,,,,,,,,,,,,,,1
"France",1952,,,,,,,,,,,,,,,1
"France",1953,,,,,,,,,,,,,,,1
"France",1954,,,,,,,,,,,,,,,1
"France",1955,,,,,,,,,,,,,,,1
"France",1956,,,,,,,,,,,,,,,1
"France",1957,,,,,,,,,,,,,,,1
"France",1958,,,,,,,,,,,,,,,1
"France",1959,,,,,,,,,,,,,,,1
"France",1960,,,,,,,,,,,,,,,1
"France",1961,,3.40780128981679,6.33802759316707,3.24860962766129,37.5843021208359,42.1386026020777,45.4341059193507,,,,,,,,1
"France",1962,6.45901569263172,3.86484358633171,4.23237559656496,2.69907306096556,36.6687158966382,38.5276719606649,22.0406289533645,0,0,0,0,0,0,0,1
"France",1963,5.2091126824692,1.41948754823718,-1.85652007182991,-0.145677507864245,17.1121165565352,38.1421525686658,-12.9334538148982,0,0,0,0,0,0,0,1
"France",1964,6.31469749741678,0.526661926299028,-2.65736173815758,-0.710233270619516,16.9590875503438,44.4581210290169,-37.2187473390319,0,0,0,0,0,0,0,1
"France",1965,4.66739759262653,1.0364865057597,-2.20347669473108,-0.388996729657128,16.8317706293912,49.7090038498231,-44.7207520732071,0,0,0,0,0,0,0,1
"France",1966,5.08262618382282,4.05943297371365,3.28518138121795,2.44820478497721,33.6571260594546,40.7137080790602,-34.7728769370945,0,0,0,0,0,0,0,1
"France",1967,4.58158292236881,6.97582113044388,2.36720145327293,3.11434086123893,32.9327330362514,26.1272580208586,-32.009321568831,0,0,0,0,0,0,0,1
"France",1968,4.17082387116512,8.69442903567209,1.2050377456544,3.29982226044216,31.6299150065271,12.8993769345804,-21.0912806438949,0,0,0,0,0,0,0,1
"France",1969,6.75701448745816,7.32661567101045,-0.942167922678221,2.12814924944408,26.8316673213803,9.71687424134156,0.084166449953555,0,0,0,0,0,0,0,1
"France",1970,5.40927438044809,4.06756977338689,-0.0757619984628963,1.33060259164133,25.2506355386507,5.23098251395673,17.4098380665618,0,0,0,0,0,0,0,1
"France",1971,5.20772468437221,1.6109232259918,3.51577752486277,1.70890025028485,28.5427282777762,2.93915422615145,6.29545641457467,0,0,0,0,0,0,0,1
"France",1972,4.44146908193703,1.96458674353755,8.04465451771013,3.33641375374922,33.1406652036576,1.65345314138898,-0.658907806360009,0,0,0,0,0,0,0,1
"France",1973,6.11934074277309,-2.3184304310927,11.971150804841,3.21757345791611,29.9155225515676,7.52698827469159,-3.58314989952701,0,0,0,0,0,0,0,1
"France",1974,4.20182562674869,-2.00089432995876,7.63807389035937,1.87905985346687,18.3994938207205,5.80861512358171,-36.6482101674214,1,0,0,0,0,0,0,1
"France",1975,-0.984997479620286,-2.62041030485972,12.1687128010332,3.18276749872448,21.4406120373948,4.99470971907537,-40.7070448908352,0,0,0,0,0,0,0,1
"France",1976,4.22377544368171,0.338988795000901,8.06329784497311,2.80076221332467,19.7876454675027,7.89160263347189,-55.4191106916383,0,0,0,0,0,0,0,1
"France",1977,3.39314510798348,-4.91398749316458,0.0193567738229774,2.36261640185745,21.3149154202355,12.4235405558138,-42.7901511844738,0,0,0,0,0,0,0,1
"France",1978,3.90169025101841,-8.77034483672747,-11.4413746048507,-1.72451385576027,9.34730899553434,11.6035263620251,-25.9549173229514,0,0,0,0,0,0,0,1
"France",1979,3.49723972184446,-9.64745959965035,-10.939826175943,-1.65892853168485,5.96594377093147,9.31749682131709,-0.533254147106167,0,0,0,0,0,0,0,1
"France",1980,1.57570922973296,-3.19460000000001,3.880828,0.228742666666662,5.52816212145552,9.0603250469844,31.907312334669,0,0,0,0,0,0,0,1
"France",1981,1.07197832354364,-1.613499,3.274179,0.553559999999995,1.93311868352109,2.58524511227388,-11.2817960627691,0,0,0,0,0,0,0,1
"France",1982,2.47758408671981,-0.088507000000007,1.882655,0.598049333333331,5.03105163784601,-5.29872902381297,-36.0491963596727,0,0,0,0,0,0,0,1
"France",1983,1.24847054878412,0.911662000000007,1.564769,0.825477000000002,7.69888793112892,-14.0029209934615,-16.7670708530299,0,0,0,0,0,0,0,1
"France",1984,1.51296615590324,1.080967,3.706257,1.59574133333334,12.597204305353,-11.8586982346862,-1.03808874743052,0,0,0,0,0,0,0,1
"France",1985,1.61021083268995,-1.17105599999999,3.93879,0.922578000000001,8.38629414847333,-9.00246803132566,18.9000097975445,0,0,0,0,0,0,0,1
"France",1986,2.32402636906359,-4.387591,2.694423,-0.564389333333333,7.70040560764684,-1.64586380639608,28.447906891226,0,0,0,0,0,0,0,1
"France",1987,2.54466898548369,-2.643323,2.637132,-0.00206366666666706,9.34967183342895,6.64012291762914,50.0663771929842,1,0,0,0,0,0,0,1
"France",1988,4.62531798692343,4.28211399999999,3.35987,2.547328,18.7347906310183,16.3973103844197,30.1417592142668,0,0,0,0,0,0,0,1
"France",1989,4.26114115225023,9.61454499999999,4.152987,4.58917733333333,23.1044500401058,20.4874230660982,29.2648345087002,0,0,0,0,0,0,0,1
"France",1990,2.8723596249244,10.847318,3.880416,4.90924466666667,24.0175471186962,19.5169699271804,32.1898281896973,0,0,0,0,0,0,0,1
"France",1991,1.0337437406351,8.63054200000001,3.204429,3.94499033333334,16.9683837719638,10.8542323687239,2.01016989775783,0,0,0,0,0,0,0,1
"France",1992,1.58701130881216,7.50610500000001,2.800884,3.435663,13.1513810688274,-1.70005865323892,-15.3010227940829,0,0,0,0,0,0,0,1
"France",1993,-0.614537255486081,2.014022,3.213976,1.742666,5.30144807703115,-8.36092312778621,33.2186195025037,0,0,0,0,0,0,0,1
"France",1994,2.31830405664626,-2.287997,1.32178,-0.322072333333333,1.44735437079881,-9.82242507198154,0.790034843070474,0,1,0,0,0,1,0,1
"France",1995,2.06364416461779,-1.653946,-0.216569,-0.623504999999999,0.235495186543764,-7.27762037943826,-4.96113073959129,0,0,0,0,0,0,0,1
"France",1996,1.37845947163564,-0.939784000000003,-2.348914,-1.09623266666667,1.31725381014323,-4.54452963346053,-3.21068622050947,0,0,0,0,0,0,0,1
"France",1997,2.31043608211952,1.58846800000001,-1.446789,0.0472263333333368,4.40774148907999,-4.52410386420037,41.791499867044,0,0,0,0,0,0,0,1
"France",1998,3.49442866372849,-2.539653,-0.301580000000001,-0.947077666666667,5.12215881695441,0.689129832884104,71.4875627698589,0,0,0,0,0,0,0,1
"France",1999,3.35034308646662,2.90654600000001,0.511030000000005,1.139192,11.3323327481929,7.81344371852105,91.9088069573595,0,0,0,0,0,0,0,1
"France",2000,3.80196292457891,7.276764,0.499322999999997,2.592029,16.3879339005161,15.2391664422079,65.0252207833093,0,0,0,0,0,0,0,1
"France",2001,1.93559532818881,12.903786,1.521352,4.80837933333333,19.7927510857667,18.9386708871888,11.7332797029618,0,0,0,0,0,0,0,1
"France",2002,1.11224841211062,7.995807,1.53339,3.176399,14.4830570354638,18.9903496851287,-71.7267450210131,0,0,0,0,0,0,0,1
"France",2003,0.816191743283401,1.807513,2.844349,1.55062066666666,7.49540057715827,22.542130402405,-56.7718889191711,0,0,0,0,0,0,0,1
"France",2004,2.74830971318414,-2.27316,4.314768,0.680535999999999,5.25699657246044,28.7247881914261,-25.5400735328915,0,0,0,0,0,0,0,1
"France",2005,1.59492696375008,-0.401949999999999,6.181595,1.92654833333333,8.94779715460087,33.6367266275239,37.3115215123402,0,0,0,0,0,0,0,1
"France",2006,2.34718375022984,3.09885,7.188163,3.42900433333333,14.6320964531146,32.2339494702226,39.1912887645783,0,0,0,0,0,0,0,1
"France",2007,2.33404683601064,3.82389000000001,7.692169,3.83868633333334,15.3612472046669,23.090677769341,32.8517238270371,0,0,0,0,0,0,0,1
"France",2008,0.195104314810646,7.48352,6.858203,4.78057433333333,16.5758189158801,5.71234212758649,-43.2349842511954,1,0,0,1,1,1,1,1
"France",2009,-2.98546588997928,9.66397000000001,8.352525,6.00549833333333,11.7401636783296,-5.88023061242572,-38.664589704969,0,0,0,0,0,0,0,1
"France",2010,1.94658782144836,7.69364999999999,7.153483,4.94904433333333,8.47958006132066,-3.8333555083231,-42.5507514078141,0,0,0,0,0,0,0,1
"France",2011,2.05790823878722,7.82209999999999,6.20581,4.67597,6.69762614537674,2.69004336150811,-6.91016896305872,1,0,0,0,0,,0,1
"France",2012,0.182526353448953,7.74740999999999,2.57862,3.44201,8.134412933404,2.82851235108627,-13.2935807966695,0,0,0,0,0,,0,1
"France",2013,0.57458762486009,6.84467000000001,1.827511,2.89072700000001,6.57526646911121,-4.58782297740082,7.68489142770397,0,0,0,0,0,,0,1
"France",2014,0.943125033325209,7.75082,0.885619000000005,2.87881300000001,7.16882582009888,-8.33941980331191,28.0901120805914,0,0,0,0,0,,0,1
"France",2015,1.06180449817614,6.49893,0.943328000000001,2.48075266666667,8.319103529696,-5.22196687511235,23.2362285556621,0,0,0,0,0,,0,1
"France",2016,1.18065316092428,,,,,,,0,0,0,0,0,,0,1
"Germany",1950,,,,,,,,,,,,,,,1
"Germany",1951,,,,,,,,,,,,,,,1
"Germany",1952,,,,,,,,,,,,,,,1
"Germany",1953,,3.94029833188656,,2.50029198131716,66.8378027265166,,49.0285135664985,,,,,,,,1
"Germany",1954,6.84757726021068,5.72587675322909,,3.50433269306497,69.3486442760997,,47.4844939065941,0,0,0,0,0,0,0,1
"Germany",1955,11.7081790810007,4.74302183871427,,3.31736318385103,62.3243353218169,,83.4789552528345,0,0,0,0,0,0,0,1
"Germany",1956,7.51065931331192,2.28565389717081,,2.29461749147503,48.2226238937994,,56.930779652742,0,0,0,0,0,0,0,1
"Germany",1957,6.50461738007249,-0.210134406500831,,1.02426910164255,34.3169826646306,,7.50020218478936,0,0,0,0,0,0,0,1
"Germany",1958,5.12151182296439,-0.680617963899532,,0.637411491645013,26.4470816887134,,30.4659192199322,0,0,0,0,0,0,0,1
"Germany",1959,8.1305371068326,0.214095505400607,,1.27371664669667,30.1941834673939,,90.8901533686547,0,0,0,0,0,0,0,1
"Germany",1960,9.91928182291026,1.14307397200023,,2.97707914869272,47.1944022774456,,111.326644620089,0,0,0,0,0,0,0,1
"Germany",1961,6.89766589253336,2.83697363353657,,3.53114725840315,50.7786905838326,,62.8150286833657,0,0,0,0,0,0,0,1
"Germany",1962,5.5682313235462,3.05103801656096,,3.28619335545618,46.4380975401995,,-13.9013021925916,1,0,0,0,0,0,0,1
"Germany",1963,2.87246609887779,3.88691245534031,,2.38273155755684,29.9810549990049,,-28.5439223546485,0,0,0,0,0,0,0,1
"Germany",1964,7.10816282336535,2.47601928190117,,1.91485007480817,27.2168227476859,,-10.8855820885351,0,0,0,0,0,0,0,1
"Germany",1965,5.69615925944569,2.39864692361168,2.73064128277759,1.70976273546309,25.042585097651,30.5125264952738,-0.499898428318138,0,0,0,0,0,0,0,1
"Germany",1966,2.56537509535031,1.92762223012434,1.58483812153783,1.17082011722072,22.3570975015747,25.3793454550692,-36.3876036535136,0,0,0,0,0,0,0,1
"Germany",1967,-0.331919581537887,3.11381747727639,2.04294689624283,1.71892145783974,18.621857638239,28.8198283861579,-2.14389406655673,0,0,0,0,0,0,0,1
"Germany",1968,5.96180324630757,2.8839577123797,2.92297217499031,1.93564329579,19.8481275923233,21.109874686938,21.7342997582103,0,0,0,0,0,0,0,1
"Germany",1969,9.4276937786046,4.32755765779786,2.18408890595082,2.17054885458289,26.8140588411599,16.0053196089034,57.5787513858975,0,0,0,0,0,0,0,1
"Germany",1970,8.94515271881944,3.62913364730576,-0.53758681012517,1.03051561239353,28.4435731747462,13.306475990162,-20.6513877598903,0,0,0,0,0,0,0,1
"Germany",1971,3.0846320157603,4.72719570228072,-1.80865998975284,0.972845237509295,27.6605908902829,7.95158096057323,-27.2814645509375,0,0,0,0,0,0,0,1
"Germany",1972,4.21044482482342,5.37226697583471,-0.0972812544887773,1.75832857378197,24.4420084985045,6.9532560638764,-30.2853550611696,0,0,0,0,0,0,0,1
